Códigos de Negociação,Atividade Principal,Classificação Setorial,Site,Plantão de Notícias delay de 15 min.,Balanço Patrimonial - Consolidado,31/12/2023,31/12/2022,Demonstração do Resultado - Consolidado,01/01/2023 a 31/12/2023,01/01/2022 a 31/12/2022,Demonstração do Fluxo de Caixa - Consolidado,Nome,%ON,%PN,%Total,Tipos de Investidores / Ações,Quantidade,Percentual,Nomes,Valores

Mais Códigos ABEV3,Fabricação E Distribuição de Cervejas. Refrigerantes E Bebidas Não Carbonatadas E Não Alcoólicas.,Consumo não Cíclico / Bebidas / Cervejas e Refrigerantes,,"11/03/2024 AMBEV S/A (ABEV) - Outros Comunicados ao Mercado - 11/03/24 08/03/2024 AMBEV S/A (ABEV) - VM Posicao Individual (Cia,Controladas e Coligadas)","['Ativo Imobilizado, Investimentos e Intangível', 'Ativo Total', 'Patrimônio Líquido', 'Patrimônio Líquido Atribuído à Controladora']","['74.964.592', '132.644.133', '80.143.802', '78.969.290']","['80.203.916', '137.958.083', '83.327.827', '81.955.633']","['Receita de Venda', 'Resultado Bruto', 'Resultado de Equivalência Patrimonial', 'Resultado Financeiro', 'Resultado Líquido das Operações Continuadas', 'Lucro (Prejuízo) do Período', 'Lucro (Prejuízo) do Período Atribuído à Controladora']","['24.711.429', '(5.765.984)', '(16.115.207)', '(1.623.327)', '1.206.911']","['20.642.153', '(5.004.139)', '(16.337.906)', '(1.045.200)', '(1.745.092)']","['Atividades Operacionais', 'Atividades de Investimento', 'Atividades de Financiamento', 'Variação Cambial sobre Caixa e Equivalentes', 'Aumento (Redução) de Caixa e Equivalentes']","['Ambrew S.à.r.l', 'Fundação Zerrenner', 'Interbrew International Bv', 'Outros', 'Nome', 'Total']","['8,17', '10,22', '53,59', '27,98', '%ON', '100,00']","['0,00', '0,00', '0,00', '0,00', '%PN', '0,00']","['8,17', '10,22', '53,59', '27,98', '%Total', '100,00']","['Pessoas Físicas', 'Pessoas Jurídicas', 'Investidores Institucionais', 'Quantidade de Ações Ordinárias', 'Total de Ações']","['308.094', '1.897', '652', '4.394.245.879', '4.394.245.879']","['-', '-', '-', '27,89', '27,89']","['Ordinárias', 'Preferenciais']","['15.753.833.284', '0']"
