Códigos de Negociação,Classificação Setorial,Site,Plantão de Notícias delay de 15 min.,Balanço Patrimonial - Consolidado,30/09/2023,31/12/2022,Demonstração do Resultado - Consolidado,01/01/2023 a 30/09/2023,01/01/2022 a 30/09/2022,Demonstração do Fluxo de Caixa - Consolidado,Nome,%ON,%PN,%Total,Tipos de Investidores / Ações,Quantidade,Percentual,Nomes,Valores
Mais Códigos AZUL4,Bens Industriais / Transporte / Transporte Aéreo,www.voeazul.com.br,"08/03/2024 AZUL (AZUL-N2) - VM Posicao Individual (Cia,Controladas e Coligadas) 06/03/2024 AZUL (AZUL-N2) - Esclarecimentos de questionamentos CVM/B3- 05/03/24 Ver dados no formato Consolidado","['Ativo Imobilizado, Investimentos e Intangível', 'Ativo Total', 'Património Líquido', 'Patrimônio Líquido Atribuído à Controladora']","['11.234.848', '19.605.095', '(21.286.126)', '(21.286.126)']","['10.932.160', '18.721.293', '(19.007.500)', '(19.007.500)']","['Receita de Venda', 'Resultado Bruto', 'Resultado de Equivalência Patrimonial', 'Resultado Financeiro', 'Resultado Líquido das Operações Continuadas', 'Lucro (Prejuízo) do Período', 'Lucro (Prejuízo) do Período Atribuído à Controladora']","['1.540.904', '(729.776)', '(142.764)', '62.680', '731.044']","['1.603.988', '(414.420)', '(3.174.811)', '15.192', '(1.970.051)']","['Atividades Operacionais', 'Atividades de Investimento', 'Atividades de Financiamento', 'Variação Cambial sobre Caixa e Equivalentes', 'Aumento (Redução) de Caixa e Equivalentes']","['Calfinco. Inc.', 'David Gary Neeleman', 'Nome', 'Saleb Ii Founder 1 Llc', 'Trip Investimentos Ltda.', 'Trip Participações S.A.', 'Outros', 'Ações Tesouraria', 'Total']","['0,00', '67,00', '%ON', '0,00', '8,58', '21,78', '0,00', '0,00', '100,00']","['5,55', '2,07', '%PN', '0,12', '0,90', '3,11', '88,04', '0,21', '100,00']","['1,47', '49,76', '%Total', '0,03', '6,54', '16,82', '23,37', '0,06', '100,00']","['Pessoas Físicas', 'Pessoas Jurídicas', 'Investidores Institucionais', 'Quantidade de Ações Ordinárias', 'Quantidade de Ações Preferenciais', 'Total de Ações']","['133.095', '714', '395', '306.558.420', '327.646.296', '634.204.716']","['-', '-', '-', '33,00', '97,63', '50,15']","['Ordinárias', 'Preferenciais']","['928.965.058', '335.747.796']"
