Códigos de Negociação,Atividade Principal,Classificação Setorial,Site,Plantão de Notícias delay de 15 min.,Balanço Patrimonial - Consolidado,31/12/2023,31/12/2022,Demonstração do Resultado - Consolidado,01/01/2023 a 31/12/2023,01/01/2022 a 31/12/2022,Demonstração do Fluxo de Caixa - Consolidado,Nome,%ON,%PN,%Total,Tipos de Investidores / Ações,Quantidade,Percentual,Nomes,Valores
Mais Códigos ITUB3; ITUB4,A Sociedade Tem Por Objeto A Atividade Bancária em Todas As Modalidades Autorizadas. Inclusive A de Operações de Câmbio.,Financeiro / Intermediários Financeiros / Bancos,,"14/03/2024 ITAUUNIBANCO (ITUB-N1) - Ato Homologatorio do Banco Central - 07/03/24 11/03/2024 ITAUUNIBANCO (ITUB-N1) - VM Posicao Individual (Cia,Controladas e Coligadas) 06/03/2024","['Ativo Imobilizado, Investimentos e Intangível', 'Ativo Total', 'Patrimônio Líquido', 'Patrimônio Líquido Atribuído à Controladora']","['32.499.000', '2.543.100.000', '199.050.000', '190.177.000']","['30.881.000', '2.321.066.000', '177.107.000', '167.717.000']","['Receita da Intermediação Financeira', 'Resultado Bruto da Intermediação Financeira', 'Resultado de Equivalência Patrimonial', 'Resultado Líquido das Operações Continuadas', 'Lucro (Prejuízo) do Período', 'Lucro (Prejuízo) do Período Atribuído à Controladora', 'ITAUUNIBANCO (ITUB-N1) - Calendario de Eventos Corporativos -', 'ITAUUNIBANCO (ITUB-N1) - Politica de Remuneracao']","['77.493.000', '(31.230.000)', '(22.448.000)', '(11.529.000)', '12.286.000']","['129.633.000', '(73.270.000)', '(31.714.000)', '(24.279.000)', '370.000']","['Atividades Operacionais', 'Atividades de Investimento', 'Atividades de Financiamento', 'Variação Cambial sobre Caixa e Equivalentes', 'Aumento (Redução) de Caixa e Equivalentes']","['Blackrock.inc', 'Gqg Partners Llc', 'Itaúsa S.A.', 'Iupar - Itaú Unibanco Participações S.A.', 'Outros', 'Ações Tesouraria', 'Total']","['0,00', '0,00', '39,21', '51,71', '9,08', '0,00', '100,00']","['7,22', '5,23', '0,00', '0,00', '87,46', '0,09', '100,00']","['3,57', '2,59', '19,83', '26,15', '47,82', '0,04', '100,00']","['Pessoas Físicas', 'Pessoas Jurídicas', 'Investidores Institucionais', 'Quantidade de Ações Ordinárias', 'Quantidade de Ações Preferenciais']","['464.049', '12.903', '1.422', '384.672.066', '4.800.834.364']","['-', '-', '-', '7,76', '99,07']","['Ordinárias', 'Preferenciais']","['4.958.290.359', '4.845.844.989']"
