Códigos de Negociação,Atividade Principal,Classificação Setorial,Site,Plantão de Notícias delay de 15 min.,Balanço Patrimonial - Consolidado,31/12/2023,31/12/2022,Demonstração do Resultado - Consolidado,01/01/2023 a 31/12/2023,01/01/2022 a 31/12/2022,Demonstração do Fluxo de Caixa - Consolidado,Nome,%ON,%PN,%Total,Tipos de Investidores / Ações,Quantidade,Percentual,Nomes,Valores
Mais Códigos EGIE3,Geração. Comercialização E Transmissão de Energia Elétrica,Utilidade Pública / Energia Elétrica / Energia Elétrica,www.engie.com.br,13/03/2024 ENGIE BRASIL (EGIE-NM) - Dem. Financeiras Padroes Internacionais - 31/12/23 08/03/2024 ENGIE BRASIL (EGIE-NM) - Apresentacao a analistas/agentes mercado - 08/03/24 06/03/2024 ENGIE BRASIL (EGIE-NM) - Fato Relevante - 06/03/24 05/03/2024,"['Ativo Imobilizado, Investimentos e Intangível', 'Ativo Total', 'Patrimônio Líquido', 'Patrimônio Líquido Atribuído à Controladora']","['23.368.245', '42.224.473', '9.816.210', '8.862.771']","['21.338.326', '38.186.752', '8.440.172', '8.436.522']","['Receita de Venda', 'Resultado Bruto', 'Resultado de Equivalência Patrimonial', 'Resultado Financeiro', 'Resultado Líquido das Operações Continuadas', 'Lucro (Prejuízo) do Período', 'Lucro (Prejuízo) do Período Atribuído à Controladora']","['4.585.942', '(2.042.414)', '476.352', '0', '(Cia,Controladas']","['3.337.493', '(1.784.437)', '(4.473.575)', '0', 'e']","['Atividades Operacionais', 'Atividades de Investimento', 'Atividades de Financiamento', 'Variação Cambial sobre Caixa e Equivalentes', 'ENGIE BRASIL (EGIE-NM) - VM Posicao Individual']","['Banco Clássico S.A.', 'Engie Brasil Participações Ltda.', 'Outros', 'Ações Tesouraria', 'Total']","['9,86', '68,71', '21,43', '0,00', '100,00']","['0,00', '0,00', '0,00', '0,00', '0,00']","['9,86', '68,71', '21,43', '0,00', '100,00']","['Pessoas Físicas', 'Pessoas Jurídicas', 'Investidores Institucionais', 'Quantidade de Ações Ordinárias', 'Total de Ações']","['253.048', '8.166', '1.122', '255.208.461', '255.208.461']","['-', '-', '-', '31,28', '31,28']","['Ordinárias', 'Preferenciais']","['815.927.740', '0']"
