Códigos de Negociação,Atividade Principal,Classificação Setorial,Site,Plantão de Notícias delay de 15 min.,Balanço Patrimonial - Consolidado,31/12/2023,31/12/2022,Demonstração do Resultado - Consolidado,01/01/2023 a 31/12/2023,01/01/2022 a 31/12/2022,Demonstração do Fluxo de Caixa - Consolidado,Nome,%ON,%PN,%Total,Tipos de Investidores / Ações,Quantidade,Percentual,Nomes,Valores
Mais Códigos ELET3; ELET5; ELET6,Empresa Holding de Geração. Transmissão de Energia,Utilidade Pública / Energia Elétrica / Energia Elétrica,www.eletrobras.com,15/03/2024 ELETROBRAS (ELET-N1) - Outros Comunicados ao Mercado - 15/03/24 14/03/2024 ELETROBRAS (ELET-N1) - Outros Comunicados ao Mercado - 14/03/24 14/03/2024 ELETROBRAS (ELET-N1) - Apresentacao a analistas/agentes mercado - 14/03/24 14/03/2024,"['Ativo Imobilizado, Investimentos e Intangível', 'Ativo Total', 'Patrimônio Líquido', 'Patrimônio Líquido Atribuído à Controladora']","['148.876.345', '267.057.654', '112.464.644', '112.333.372']","['148.705.808', '270.217.462', '111.028.636', '110.504.796']","['Receita de Venda', 'Resultado Bruto', 'Resultado de Equivalência Patrimonial', 'Resultado Financeiro', 'Resultado Líquido das Operações Continuadas', 'Lucro (Prejuízo) do Período', 'Lucro (Prejuízo) do Período Atribuído à Controladora', 'ELETROBRAS (ELET-N1) - Dem. Financeiras Anuais Completas']","['8.242.958', '819.418', '(6.755.131)', '0', '2.307.245']","['4.799.820', '(24.325.739)', '30.072.386', '0', '10.546.467']","['Atividades Operacionais', 'Atividades de Investimento', 'Atividades de Financiamento', 'Variação Cambial sobre Caixa e Equivalentes', 'Aumento (Redução) de Caixa e Equivalentes']","['3g Radar Gestora de Recursos Ltda.', 'Banco Do Nordeste', 'Banco Nacional de Desenvolvimento Econômico E Social \x96 Bndes', 'Bb Gestão de Recursos Dtvm S.A', 'Bndes Participações S.A. - Bndespar', 'Caixa de Previdência Dos Func. Do Banco Do Brasil', 'Caixa D.t.v.m.', 'Fundo de Investimento Caixa Fghab Multimercado', 'Fundo Nacional de Desenvolvimento - Fnd', 'Geração Futuro L. Par Fia', 'Gic Private', 'Petros', 'União Federal', 'Vic Dtvm', 'Victor Adler', 'Outros', 'Ações Tesouraria', 'Total']","['0,02', '0,06', '3,68', '1,06', '3,55', '0,93', '1,88', '0,05', '2,25', '0,07', '6,40', '0,24', '32,95', '0,01', '0,00', '44,39', '2,46', '100,00']","['10,80', '0,00', '6,52', '0,75', '6,67', '0,37', '0,07', '0,00', '0,00', '7,87', '2,83', '0,02', '0,00', '0,13', '0,02', '61,50', '2,44', '100,00']","['1,33', '0,05', '4,02', '1,03', '3,93', '0,86', '1,66', '0,04', '1,98', '1,02', '5,97', '0,22', '28,95', '0,03', '0,00', '46,47', '2,46', '100,00']","['Pessoas Físicas', 'Pessoas Jurídicas', 'Investidores Institucionais', 'Quantidade de Ações Ordinárias', 'Quantidade de Ações Preferenciais', 'Total de Ações']","['134.891', '9.466', '1.390', '2.013.846.657', '275.669.374', '2.289.516.031']","['-', '-', '-', '99,35', '98,44', '99,24']","['Ordinárias', 'Preferenciais']","['2.027.011.498', '280.088.314']"
