Códigos de Negociação,Atividade Principal,Classificação Setorial,Plantão de Notícias delay de 15 min.,Balanço Patrimonial - Consolidado,31/12/2023,31/12/2022,Demonstração do Resultado - Consolidado,01/01/2023 a 31/12/2023,01/01/2022 a 31/12/2022,Demonstração do Fluxo de Caixa - Consolidado,Nome,%ON,%PN,%Total,Tipos de Investidores / Ações,Quantidade,Percentual,Nomes,Valores
Mais Códigos CPLE3; CPLE5; CPLE6,Geração. Transmissão. Comercialização E Distribuição de Energia Elétrica,Utilidade Pública / Energia Elétrica / Energia Elétrica,14/03/2024 COPEL (CPLE-N2) - Aquisicao de Participacao Acionaria - 14/03/24 11/03/2024 COPEL (CPLE-N2) - Mudanca de Auditor - 07/07/24 11/03/2024 COPEL (CPLE-N2) - Ata da Reuniao do Conselho Fiscal - 29/02/24 11/03/2024 COPEL (CPLE-N2) - Ata Reuniao do Conselho de Administracao - 29/02/24 06/03/2024,"['Ativo Imobilizado, Investimentos e Intangível', 'Ativo Total', 'Patrimônio Líquido', 'Patrimônio Líquido Atribuído à Controladora']","['25.507.307', '55.819.074', '24.191.667', '23.886.153']","['23.672.926', '49.703.700', '21.131.225', '20.817.364']","['Receita de Venda', 'Resultado Bruto', 'Resultado de Equivalência Patrimonial', 'Resultado Financeiro', 'Resultado Líquido das Operações Continuadas', 'Lucro (Prejuízo) do Período', 'Lucro (Prejuízo) do Período Atribuído à Controladora']","['3.518.476', '(3.135.091)']","['3.902.649', '(2.774.996)']","['Atividades Operacionais', 'Atividades de Investimento']","['Bndes Participações S.A. - Bndespar', 'Estado Do Paraná', 'Gqg Partners Llc.', 'Radar Gestora de Recursos Ltda', 'Victor Adler', 'Outros', 'Ações Tesouraria', 'Total']","['10,09', '27,57', '4,53', '0,00', '0,31', '57,50', '0,00', '100,00']","['31,18', '6,90', '0,00', '5,93', '0,27', '55,72', '0,00', '100,00']","['21,99', '15,91', '1,97', '3,35', '0,28', '56,50', '0,00', '100,00']","['Pessoas Físicas', 'Pessoas Jurídicas', 'Investidores Institucionais', 'Quantidade de Ações Ordinárias', 'Quantidade de Ações Preferenciais']","['262.684', '950', '1.075', '319.774.264', '1.566.493.506']","['-', '-', '-', '30,34', '93,11']","['Ordinárias', 'Preferenciais']","['1.300.347.300', '1.682.463.291']"
